predicted : tensor([0.3650], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1605.5907], grad_fn=<PowBackward2>), answer: 1390.0003662109375
predicted : tensor([1249.1034], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([3051.3872], grad_fn=<PowBackward2>), answer: 107.9999771118164
predicted : tensor([2031.2944], grad_fn=<PowBackward2>), answer: 1000.0
predicted : tensor([818.3495], grad_fn=<PowBackward2>), answer: 199.99996948242188
predicted : tensor([1808.9060], grad_fn=<PowBackward2>), answer: 549.9999389648438
predicted : tensor([813.4976], grad_fn=<PowBackward2>), answer: 5000.0009765625
predicted : tensor([1892.5460], grad_fn=<PowBackward2>), answer: 39.999996185302734
predicted : tensor([994.6678], grad_fn=<PowBackward2>), answer: 375.00006103515625
predicted : tensor([2078.8467], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([2219.4995], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([874.9644], grad_fn=<PowBackward2>), answer: 2750.000244140625
predicted : tensor([1025.0050], grad_fn=<PowBackward2>), answer: 5110.0009765625
predicted : tensor([953.5143], grad_fn=<PowBackward2>), answer: 4500.00048828125
predicted : tensor([1014.4933], grad_fn=<PowBackward2>), answer: 4437.00048828125
predicted : tensor([2300.3062], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([3298.0039], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([242.4930], grad_fn=<PowBackward2>), answer: 792.9999389648438
predicted : tensor([2664.2722], grad_fn=<PowBackward2>), answer: 1139.9998779296875
predicted : tensor([1689.6455], grad_fn=<PowBackward2>), answer: 762.9999389648438
predicted : tensor([1579.9513], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1452.5763], grad_fn=<PowBackward2>), answer: 179.9999542236328
predicted : tensor([1149.9854], grad_fn=<PowBackward2>), answer: 3062.99951171875
predicted : tensor([1046.2706], grad_fn=<PowBackward2>), answer: 2400.000732421875
predicted : tensor([641.1929], grad_fn=<PowBackward2>), answer: 3220.000244140625
predicted : tensor([1336.2937], grad_fn=<PowBackward2>), answer: 1180.0
predicted : tensor([756.4312], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([716.8869], grad_fn=<PowBackward2>), answer: 4000.000732421875
predicted : tensor([1160.4813], grad_fn=<PowBackward2>), answer: 3200.000732421875
predicted : tensor([1221.7939], grad_fn=<PowBackward2>), answer: 4633.0
predicted : tensor([1201.4553], grad_fn=<PowBackward2>), answer: 2860.000244140625
predicted : tensor([1587.9346], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1932.7236], grad_fn=<PowBackward2>), answer: 6285.0
predicted : tensor([940.0247], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1209.5138], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([949.7471], grad_fn=<PowBackward2>), answer: 5150.00048828125
predicted : tensor([1683.7369], grad_fn=<PowBackward2>), answer: 1399.9996337890625
predicted : tensor([1540.5243], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1207.6548], grad_fn=<PowBackward2>), answer: 400.0000915527344
predicted : tensor([2263.8650], grad_fn=<PowBackward2>), answer: 5600.0
predicted : tensor([1284.3457], grad_fn=<PowBackward2>), answer: 2700.000244140625
predicted : tensor([1135.4796], grad_fn=<PowBackward2>), answer: 2800.999755859375
predicted : tensor([752.6509], grad_fn=<PowBackward2>), answer: 500.0000915527344
predicted : tensor([1444.6086], grad_fn=<PowBackward2>), answer: 10000.0
predicted : tensor([1156.5153], grad_fn=<PowBackward2>), answer: 2.75
predicted : tensor([1082.6146], grad_fn=<PowBackward2>), answer: 5139.99853515625
predicted : tensor([2019.7334], grad_fn=<PowBackward2>), answer: 3000.000732421875
predicted : tensor([955.0655], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1378.1487], grad_fn=<PowBackward2>), answer: 1490.0001220703125
predicted : tensor([3449.2808], grad_fn=<PowBackward2>), answer: 3700.00048828125
predicted : tensor([1334.3394], grad_fn=<PowBackward2>), answer: 8874.998046875
predicted : tensor([1133.9260], grad_fn=<PowBackward2>), answer: 2676.99951171875
predicted : tensor([1801.0057], grad_fn=<PowBackward2>), answer: 801.9999389648438
predicted : tensor([1300.5853], grad_fn=<PowBackward2>), answer: 3500.999755859375
predicted : tensor([1415.9307], grad_fn=<PowBackward2>), answer: 889.9998779296875
predicted : tensor([1503.3229], grad_fn=<PowBackward2>), answer: 2300.000732421875
predicted : tensor([1390.4476], grad_fn=<PowBackward2>), answer: 3472.000732421875
predicted : tensor([1082.6979], grad_fn=<PowBackward2>), answer: 2520.000244140625
predicted : tensor([2845.5388], grad_fn=<PowBackward2>), answer: 8760.0009765625
predicted : tensor([1224.6857], grad_fn=<PowBackward2>), answer: 8600.001953125
predicted : tensor([416.0437], grad_fn=<PowBackward2>), answer: 1020.0001220703125
predicted : tensor([3932.9092], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1609.9906], grad_fn=<PowBackward2>), answer: 324.0
predicted : tensor([776.7665], grad_fn=<PowBackward2>), answer: 2375.999755859375
predicted : tensor([1394.4493], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1132.7720], grad_fn=<PowBackward2>), answer: 2569.999755859375
predicted : tensor([1624.7894], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([4163.1328], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([876.2368], grad_fn=<PowBackward2>), answer: 3.0
predicted : tensor([1543.8507], grad_fn=<PowBackward2>), answer: 1000.0
predicted : tensor([1419.0551], grad_fn=<PowBackward2>), answer: 3709.99951171875
predicted : tensor([7709.0444], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1647.6847], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1908.5311], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1331.9711], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1903.8618], grad_fn=<PowBackward2>), answer: 37.999996185302734
predicted : tensor([2092.0884], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([1632.9572], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1056.7361], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([2102.8718], grad_fn=<PowBackward2>), answer: 2569.999755859375
predicted : tensor([600.4103], grad_fn=<PowBackward2>), answer: 380.00006103515625
predicted : tensor([2143.5522], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([2253.2292], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([837.4651], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1182.5920], grad_fn=<PowBackward2>), answer: 1653.000244140625
predicted : tensor([3185.2415], grad_fn=<PowBackward2>), answer: 1799.99951171875
predicted : tensor([2230.5479], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1120.8209], grad_fn=<PowBackward2>), answer: 818.9998779296875
predicted : tensor([686.5796], grad_fn=<PowBackward2>), answer: 9690.0009765625
predicted : tensor([1269.4888], grad_fn=<PowBackward2>), answer: 1494.999755859375
predicted : tensor([1717.5581], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1570.7701], grad_fn=<PowBackward2>), answer: 730.0001831054688
predicted : tensor([1708.2430], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1733.7424], grad_fn=<PowBackward2>), answer: 249.9999542236328
predicted : tensor([401.5728], grad_fn=<PowBackward2>), answer: 3415.00048828125
predicted : tensor([1268.6660], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1958.9331], grad_fn=<PowBackward2>), answer: 1599.999755859375
predicted : tensor([2474.9944], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1058.2804], grad_fn=<PowBackward2>), answer: 3162.0
predicted : tensor([808.4632], grad_fn=<PowBackward2>), answer: 5710.00048828125
predicted : tensor([1576.4424], grad_fn=<PowBackward2>), answer: 3360.0
predicted : tensor([1272.5499], grad_fn=<PowBackward2>), answer: 549.9999389648438
predicted : tensor([2222.0269], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1209.7410], grad_fn=<PowBackward2>), answer: 6400.00048828125
predicted : tensor([2309.8425], grad_fn=<PowBackward2>), answer: 178.00003051757812
predicted : tensor([1056.1724], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([2714.9470], grad_fn=<PowBackward2>), answer: 1190.0
predicted : tensor([1707.5577], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1845.4886], grad_fn=<PowBackward2>), answer: 1550.0
predicted : tensor([1503.6547], grad_fn=<PowBackward2>), answer: 3000.000732421875
predicted : tensor([524.2889], grad_fn=<PowBackward2>), answer: 6400.00048828125
predicted : tensor([2384.2905], grad_fn=<PowBackward2>), answer: 4493.9990234375
predicted : tensor([1280.9545], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([883.7964], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([879.1027], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1052.8975], grad_fn=<PowBackward2>), answer: 350.0000305175781
predicted : tensor([1233.6805], grad_fn=<PowBackward2>), answer: 4640.0
predicted : tensor([800.5817], grad_fn=<PowBackward2>), answer: 1250.0
predicted : tensor([950.4731], grad_fn=<PowBackward2>), answer: 300.00006103515625
predicted : tensor([5964.0635], grad_fn=<PowBackward2>), answer: 1730.000244140625
predicted : tensor([4232.5508], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1810.5870], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1666.1232], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([2742.4380], grad_fn=<PowBackward2>), answer: 1250.0
predicted : tensor([1311.3387], grad_fn=<PowBackward2>), answer: 10000.0
predicted : tensor([760.4340], grad_fn=<PowBackward2>), answer: 178.9999542236328
predicted : tensor([1345.7146], grad_fn=<PowBackward2>), answer: 2259.99951171875
predicted : tensor([820.6214], grad_fn=<PowBackward2>), answer: 171.0000457763672
predicted : tensor([1311.4459], grad_fn=<PowBackward2>), answer: 9249.9990234375
predicted : tensor([1245.4005], grad_fn=<PowBackward2>), answer: 1548.9996337890625
predicted : tensor([1237.5674], grad_fn=<PowBackward2>), answer: 194.0
predicted : tensor([722.9991], grad_fn=<PowBackward2>), answer: 89.99999237060547
predicted : tensor([1307.8749], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([2553.8694], grad_fn=<PowBackward2>), answer: 2188.000244140625
predicted : tensor([1799.9106], grad_fn=<PowBackward2>), answer: 6700.00048828125
predicted : tensor([924.3679], grad_fn=<PowBackward2>), answer: 1874.9996337890625
predicted : tensor([1826.7643], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1797.7894], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([1293.5928], grad_fn=<PowBackward2>), answer: 8000.0
predicted : tensor([1229.5731], grad_fn=<PowBackward2>), answer: 1610.0003662109375
predicted : tensor([1072.2606], grad_fn=<PowBackward2>), answer: 64.00000762939453
predicted : tensor([2403.8311], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([523.5922], grad_fn=<PowBackward2>), answer: 300.00006103515625
predicted : tensor([980.7861], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1899.8171], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([932.0931], grad_fn=<PowBackward2>), answer: 86.79999542236328
predicted : tensor([1122.4502], grad_fn=<PowBackward2>), answer: 262.0000305175781
predicted : tensor([1125.9700], grad_fn=<PowBackward2>), answer: 1540.0001220703125
predicted : tensor([1077.8610], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([933.0356], grad_fn=<PowBackward2>), answer: 560.0
predicted : tensor([2377.8330], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1070.2241], grad_fn=<PowBackward2>), answer: 204.9999542236328
predicted : tensor([1160.3214], grad_fn=<PowBackward2>), answer: 6000.00048828125
predicted : tensor([3598.3860], grad_fn=<PowBackward2>), answer: 500.0000915527344
predicted : tensor([1370.9204], grad_fn=<PowBackward2>), answer: 2499.99951171875
predicted : tensor([457.3149], grad_fn=<PowBackward2>), answer: 6400.00048828125
predicted : tensor([94.6173], grad_fn=<PowBackward2>), answer: 919.9999389648438
predicted : tensor([1397.6268], grad_fn=<PowBackward2>), answer: 2345.00048828125
predicted : tensor([1140.0011], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([2416.2415], grad_fn=<PowBackward2>), answer: 3264.99951171875
predicted : tensor([2487.4880], grad_fn=<PowBackward2>), answer: 1430.0003662109375
predicted : tensor([1888.5938], grad_fn=<PowBackward2>), answer: 5575.00048828125
predicted : tensor([1312.2987], grad_fn=<PowBackward2>), answer: 1949.9996337890625
predicted : tensor([1364.4819], grad_fn=<PowBackward2>), answer: 199.99996948242188
predicted : tensor([1105.5925], grad_fn=<PowBackward2>), answer: 874.9999389648438
predicted : tensor([990.5895], grad_fn=<PowBackward2>), answer: 1265.000244140625
predicted : tensor([1561.4957], grad_fn=<PowBackward2>), answer: 179.9999542236328
predicted : tensor([995.5151], grad_fn=<PowBackward2>), answer: 31.000003814697266
predicted : tensor([1489.4161], grad_fn=<PowBackward2>), answer: 839.9998779296875
predicted : tensor([1272.6490], grad_fn=<PowBackward2>), answer: 217.9999542236328
predicted : tensor([1739.4092], grad_fn=<PowBackward2>), answer: 979.999755859375
predicted : tensor([1130.8873], grad_fn=<PowBackward2>), answer: 2126.99951171875
predicted : tensor([1202.8848], grad_fn=<PowBackward2>), answer: 1211.0001220703125
predicted : tensor([1886.4312], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([2355.0259], grad_fn=<PowBackward2>), answer: 4600.00048828125
predicted : tensor([519.1293], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([848.5228], grad_fn=<PowBackward2>), answer: 259.99993896484375
predicted : tensor([516.8714], grad_fn=<PowBackward2>), answer: 1000.0
predicted : tensor([1448.4537], grad_fn=<PowBackward2>), answer: 4880.0
predicted : tensor([1103.4551], grad_fn=<PowBackward2>), answer: 1825.0001220703125
predicted : tensor([3325.1519], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([2273.7620], grad_fn=<PowBackward2>), answer: 3613.000244140625
predicted : tensor([2642.8914], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1631.6918], grad_fn=<PowBackward2>), answer: 3200.000732421875
predicted : tensor([2147.6797], grad_fn=<PowBackward2>), answer: 500.0000915527344
predicted : tensor([2173.5239], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([2370.1099], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1248.9594], grad_fn=<PowBackward2>), answer: 2.200000047683716
predicted : tensor([1744.4956], grad_fn=<PowBackward2>), answer: 1999.9996337890625
predicted : tensor([1402.1687], grad_fn=<PowBackward2>), answer: 383.0
predicted : tensor([3520.1699], grad_fn=<PowBackward2>), answer: 4.000000476837158
predicted : tensor([604.1319], grad_fn=<PowBackward2>), answer: 0.8100000023841858
predicted : tensor([430.0302], grad_fn=<PowBackward2>), answer: 1114.0001220703125
predicted : tensor([1622.7614], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([547.6084], grad_fn=<PowBackward2>), answer: 2719.999755859375
predicted : tensor([3139.9585], grad_fn=<PowBackward2>), answer: 2166.99951171875
predicted : tensor([1290.0646], grad_fn=<PowBackward2>), answer: 1849.99951171875
predicted : tensor([2185.0654], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([848.2615], grad_fn=<PowBackward2>), answer: 6330.0009765625
predicted : tensor([1091.7192], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([2182.8713], grad_fn=<PowBackward2>), answer: 1849.99951171875
predicted : tensor([694.4309], grad_fn=<PowBackward2>), answer: 500.0000915527344
predicted : tensor([1306.0925], grad_fn=<PowBackward2>), answer: 149.99998474121094
predicted : tensor([1843.7499], grad_fn=<PowBackward2>), answer: 280.0000305175781
predicted : tensor([1925.8890], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([2922.1213], grad_fn=<PowBackward2>), answer: 4600.00048828125
predicted : tensor([2146.4114], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([2031.1550], grad_fn=<PowBackward2>), answer: 0.009999999776482582
predicted : tensor([4253.5776], grad_fn=<PowBackward2>), answer: 4775.00048828125
predicted : tensor([2614.0667], grad_fn=<PowBackward2>), answer: 58.56000900268555
predicted : tensor([1327.1093], grad_fn=<PowBackward2>), answer: 5000.0009765625
predicted : tensor([2554.0544], grad_fn=<PowBackward2>), answer: 2994.000244140625
predicted : tensor([2755.4087], grad_fn=<PowBackward2>), answer: 3450.00048828125
predicted : tensor([2072.7341], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([90.9621], grad_fn=<PowBackward2>), answer: 1126.000244140625
predicted : tensor([1008.8821], grad_fn=<PowBackward2>), answer: 2060.00048828125
predicted : tensor([1879.8541], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1146.9552], grad_fn=<PowBackward2>), answer: 60.000003814697266
predicted : tensor([623.3854], grad_fn=<PowBackward2>), answer: 360.0000305175781
predicted : tensor([849.8701], grad_fn=<PowBackward2>), answer: 1499.999755859375
predicted : tensor([1762.9873], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1028.8763], grad_fn=<PowBackward2>), answer: 1777.0
predicted : tensor([1186.4274], grad_fn=<PowBackward2>), answer: 6200.00146484375
predicted : tensor([911.2832], grad_fn=<PowBackward2>), answer: 22.318002700805664
predicted : tensor([1370.7827], grad_fn=<PowBackward2>), answer: 706.9998779296875
predicted : tensor([1454.2031], grad_fn=<PowBackward2>), answer: 4113.99951171875
predicted : tensor([2547.1960], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1389.1451], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([2757.9980], grad_fn=<PowBackward2>), answer: 370.00006103515625
predicted : tensor([1197.1238], grad_fn=<PowBackward2>), answer: 1224.0
predicted : tensor([1890.7805], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([1697.6425], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1822.2991], grad_fn=<PowBackward2>), answer: 8999.9990234375
predicted : tensor([2565.0088], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1187.5306], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([918.2354], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([2374.3672], grad_fn=<PowBackward2>), answer: 6250.0009765625
predicted : tensor([2164.7927], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([2877.3218], grad_fn=<PowBackward2>), answer: 500.0000915527344
predicted : tensor([1523.7292], grad_fn=<PowBackward2>), answer: 2345.00048828125
predicted : tensor([1313.5745], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1005.4442], grad_fn=<PowBackward2>), answer: 4700.00048828125
predicted : tensor([1273.6926], grad_fn=<PowBackward2>), answer: 1901.000244140625
predicted : tensor([307.9878], grad_fn=<PowBackward2>), answer: 2200.000244140625
predicted : tensor([2275.9399], grad_fn=<PowBackward2>), answer: 75.0
predicted : tensor([1702.4219], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([234.8942], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1103.2406], grad_fn=<PowBackward2>), answer: 1490.0001220703125
predicted : tensor([582.9207], grad_fn=<PowBackward2>), answer: 2499.99951171875
predicted : tensor([870.6965], grad_fn=<PowBackward2>), answer: 1100.000244140625
predicted : tensor([1266.8655], grad_fn=<PowBackward2>), answer: 149.99998474121094
predicted : tensor([1784.7921], grad_fn=<PowBackward2>), answer: 1540.0001220703125
predicted : tensor([1045.6659], grad_fn=<PowBackward2>), answer: 543.9998779296875
predicted : tensor([3526.6807], grad_fn=<PowBackward2>), answer: 10000.0
predicted : tensor([1365.3594], grad_fn=<PowBackward2>), answer: 312.00006103515625
predicted : tensor([2081.3887], grad_fn=<PowBackward2>), answer: 2324.999755859375
predicted : tensor([4303.3833], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1306.6562], grad_fn=<PowBackward2>), answer: 5460.0
predicted : tensor([1680.3259], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1228.8976], grad_fn=<PowBackward2>), answer: 3000.000732421875
predicted : tensor([1091.5054], grad_fn=<PowBackward2>), answer: 3810.0
predicted : tensor([1216.5795], grad_fn=<PowBackward2>), answer: 1780.0003662109375
predicted : tensor([811.1279], grad_fn=<PowBackward2>), answer: 629.9999389648438
predicted : tensor([650.2057], grad_fn=<PowBackward2>), answer: 518.9999389648438
predicted : tensor([461.8896], grad_fn=<PowBackward2>), answer: 1049.0001220703125
predicted : tensor([977.3268], grad_fn=<PowBackward2>), answer: 1250.0
predicted : tensor([1067.5477], grad_fn=<PowBackward2>), answer: 4000.000732421875
predicted : tensor([1562.2408], grad_fn=<PowBackward2>), answer: 280.0000305175781
predicted : tensor([1131.6625], grad_fn=<PowBackward2>), answer: 1320.000244140625
predicted : tensor([1955.1792], grad_fn=<PowBackward2>), answer: 5045.99853515625
predicted : tensor([1102.4064], grad_fn=<PowBackward2>), answer: 393.0
predicted : tensor([1241.0570], grad_fn=<PowBackward2>), answer: 456.0000305175781
predicted : tensor([2205.4866], grad_fn=<PowBackward2>), answer: 5626.0009765625
predicted : tensor([1648.0538], grad_fn=<PowBackward2>), answer: 1599.999755859375
predicted : tensor([2689.7686], grad_fn=<PowBackward2>), answer: 7500.0
